"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","red","quality_group"
"5412",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1,"hi"
"5413",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,1,"hi"
"5414",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,1,"mid"
"5415",12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,1,"mid"
"5416",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,1,"lo"
"5417",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,1,"mid"
"5418",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,1,"mid"
"5419",9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,1,"mid"
"5420",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,1,"mid"
"5421",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,1,"mid"
"5422",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,1,"mid"
"5423",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,1,"mid"
"5424",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,1,"mid"
"5425",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,1,"mid"
"5426",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,1,"mid"
"5427",8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,1,"mid"
"5428",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,1,"mid"
"5429",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,1,"mid"
"5430",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,1,"mid"
"5431",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,1,"mid"
"5432",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,1,"mid"
"5433",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,1,"mid"
"5434",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,1,"mid"
"5435",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,1,"mid"
"5436",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,1,"mid"
"5437",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,1,"hi"
"5438",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,1,"mid"
"5439",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,1,"mid"
"5440",9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,1,"mid"
"5441",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,1,"mid"
"5442",11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,1,"mid"
"5443",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,1,"mid"
"5444",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,1,"mid"
"5445",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,1,"mid"
"5446",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,1,"mid"
"5447",12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,1,"mid"
"5448",9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,1,"mid"
"5449",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,1,"mid"
"5450",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,1,"mid"
"5451",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,1,"mid"
"5452",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,1,"mid"
"5453",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,"mid"
"5454",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,"mid"
"5455",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,1,"mid"
"5456",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,1,"mid"
"5457",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,1,"mid"
"5458",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,1,"mid"
"5459",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,1,"mid"
"5460",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,1,"mid"
"5461",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,1,"mid"
"5462",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,1,"mid"
"5463",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,1,"mid"
"5464",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,1,"mid"
"5465",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,1,"mid"
"5466",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,1,"mid"
"5467",9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,1,"mid"
"5468",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,1,"mid"
"5469",11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,1,"mid"
"5470",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,1,"mid"
"5471",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,1,"mid"
"5472",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,1,"lo"
"5473",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,1,"mid"
"5474",12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,1,"mid"
"5475",9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,1,"lo"
"5476",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,1,"mid"
"5477",8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,1,"mid"
"5478",10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,1,"mid"
"5479",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,1,"mid"
"5480",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,1,"mid"
"5481",11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,1,"mid"
"5482",12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,1,"hi"
"5483",11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,1,"hi"
"5484",7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,1,"mid"
"5485",11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,1,"hi"
"5486",7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,1,"mid"
"5487",5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,1,"hi"
"5488",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,1,"hi"
"5489",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,1,"mid"
"5490",6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,1,"mid"
"5491",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,1,"mid"
"5492",9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,1,"mid"
"5493",7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,1,"mid"
"5494",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,1,"mid"
"5495",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,1,"mid"
"5496",11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,1,"mid"
"5497",8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,1,"mid"
"5498",12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,1,"mid"
"5499",8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,1,"lo"
"5500",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,1,"mid"
"5501",7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,1,"mid"
"5502",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,1,"mid"
"5503",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,1,"mid"
"5504",8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,1,"mid"
"5505",9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,1,"hi"
"5506",8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,1,"mid"
"5507",10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,1,"mid"
"5508",6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,1,"mid"
"5509",8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,1,"mid"
"5510",13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,1,"mid"
"5511",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,1,"mid"
"5512",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,1,"mid"
"5513",9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,1,"mid"
"5514",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,1,"mid"
"5515",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,1,"mid"
"5516",11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,1,"mid"
"5517",11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,1,"mid"
"5518",11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,1,"mid"
"5519",8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,1,"mid"
"5520",8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,1,"mid"
"5521",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,1,"mid"
"5522",7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,1,"mid"
"5523",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,1,"mid"
"5524",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,1,"mid"
"5525",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,1,"mid"
"5526",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,1,"mid"
"5527",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,1,"mid"
"5528",7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,1,"mid"
"5529",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,1,"mid"
"5530",10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,1,"mid"
"5531",7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,1,"mid"
"5532",10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,1,"lo"
"5533",7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,1,"mid"
"5534",8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,1,"mid"
"5535",9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,1,"mid"
"5536",9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,1,"mid"
"5537",7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,1,"hi"
"5538",8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,1,"mid"
"5539",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,1,"mid"
"5540",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,1,"mid"
"5541",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,1,"mid"
"5542",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,1,"mid"
"5543",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,1,"mid"
"5544",7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,1,"hi"
"5545",7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,1,"mid"
"5546",8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,1,"lo"
"5547",8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,1,"hi"
"5548",6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,1,"mid"
"5549",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,1,"mid"
"5550",9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,1,"mid"
"5551",15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,1,"mid"
"5552",9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,1,"mid"
"5553",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,1,"mid"
"5554",9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,1,"mid"
"5555",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,1,"mid"
"5556",12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,1,"hi"
"5557",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,1,"mid"
"5558",7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,1,"lo"
"5559",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,1,"mid"
"5560",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,1,"mid"
"5561",7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,1,"mid"
"5562",10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,1,"mid"
"5563",12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5,1,"mid"
"5564",9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,1,"mid"
"5565",8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,1,"mid"
"5566",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,1,"mid"
"5567",10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,1,"mid"
"5568",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,1,"mid"
"5569",6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,1,"mid"
"5570",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,1,"mid"
"5571",9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,1,"mid"
"5572",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,1,"mid"
"5573",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,1,"mid"
"5574",9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,1,"mid"
"5575",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,1,"mid"
"5576",8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,1,"mid"
"5577",8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,1,"mid"
"5578",10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,1,"mid"
"5579",13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,1,"mid"
"5580",8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,1,"mid"
"5581",8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,1,"mid"
"5582",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,1,"mid"
"5583",9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,1,"mid"
"5584",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,1,"mid"
"5585",7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,1,"mid"
"5586",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,1,"mid"
"5587",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,1,"mid"
"5588",8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,1,"mid"
"5589",7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,1,"lo"
"5590",9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,1,"mid"
"5591",8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,1,"mid"
"5592",9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,1,"mid"
"5593",9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,1,"mid"
"5594",5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,1,"mid"
"5595",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,1,"mid"
"5596",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,1,"mid"
"5597",9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,1,"mid"
"5598",11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,1,"mid"
"5599",10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,1,"mid"
"5600",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,1,"mid"
"5601",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,1,"mid"
"5602",7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,1,"lo"
"5603",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,1,"lo"
"5604",8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,1,"mid"
"5605",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,1,"mid"
"5606",7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,1,"mid"
"5607",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6,1,"mid"
"5608",9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,6,1,"mid"
"5609",10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,5,1,"mid"
"5610",8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5,1,"mid"
"5611",8.7,0.69,0,3.2,0.084,13,33,0.9992,3.36,0.45,9.4,5,1,"mid"
"5612",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,1,"mid"
"5613",9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,1,"mid"
"5614",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,6,1,"mid"
"5615",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5,1,"mid"
"5616",7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10,5,1,"mid"
"5617",8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,1,"mid"
"5618",7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,1,"mid"
"5619",8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5,1,"mid"
"5620",8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,5,1,"mid"
"5621",7.6,0.42,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10,5,1,"mid"
"5622",7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,1,"mid"
"5623",7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4,1,"lo"
"5624",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,5,1,"mid"
"5625",8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,6,1,"mid"
"5626",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,1,"mid"
"5627",6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,1,"mid"
"5628",6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,6,1,"mid"
"5629",9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5,1,"mid"
"5630",8.9,0.875,0.13,3.45,0.088,4,14,0.9994,3.44,0.52,11.5,5,1,"mid"
"5631",7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,5,1,"mid"
"5632",7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,1,"mid"
"5633",7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,1,"mid"
"5634",7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,1,"mid"
"5635",7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,5,1,"mid"
"5636",8.2,0.59,0,2.5,0.093,19,58,1.0002,3.5,0.65,9.3,6,1,"mid"
"5637",9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5,1,"mid"
"5638",9,0.69,0,2.4,0.088,19,38,0.999,3.35,0.6,9.3,5,1,"mid"
"5639",8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6,1,"mid"
"5640",9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5,1,"mid"
"5641",6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,1,"mid"
"5642",11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,1,"mid"
"5643",11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,1,"mid"
"5644",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,1,"mid"
"5645",8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,1,"mid"
"5646",8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,1,"mid"
"5647",7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6,6,1,"mid"
"5648",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,6,1,"mid"
"5649",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,1,"mid"
"5650",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,1,"mid"
"5651",7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4,5,1,"mid"
"5652",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,1,"mid"
"5653",7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,6,1,"mid"
"5654",7.8,0.91,0.07,1.9,0.058,22,47,0.99525,3.51,0.43,10.7,6,1,"mid"
"5655",6.3,0.98,0.01,2,0.057,15,33,0.99488,3.6,0.46,11.2,6,1,"mid"
"5656",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,1,"mid"
"5657",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5,1,"mid"
"5658",8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,5,1,"mid"
"5659",9,0.58,0.25,2.8,0.075,9,104,0.99779,3.23,0.57,9.7,5,1,"mid"
"5660",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,1,"mid"
"5661",8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,1,"mid"
"5662",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5,1,"mid"
"5663",9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5,6,1,"mid"
"5664",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6,1,"mid"
"5665",8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5,1,"mid"
"5666",7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5,1,"mid"
"5667",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,1,"mid"
"5668",7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6,5,1,"mid"
"5669",7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,1,"mid"
"5670",9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,1,"mid"
"5671",9.5,0.57,0.27,2.3,0.082,23,144,0.99782,3.27,0.55,9.4,5,1,"mid"
"5672",7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6,1,"mid"
"5673",7.9,0.4,0.3,1.8,0.157,2,45,0.99727,3.31,0.91,9.5,6,1,"mid"
